Ensembl,logFC,FDR,Symbol,Genename,Chromosome
ENSG00000171812,2.123698327,5.46E-05,COL8A2,collagen type VIII alpha 2 chain,1
ENSG00000164604,-0.989918377,5.46E-05,GPR85,G protein-coupled receptor 85,7
ENSG00000134115,-1.440592555,5.53E-05,CNTN6,contactin 6,3
ENSG00000244405,-1.020992241,5.55E-05,ETV5,ETS variant transcription factor 5,3
ENSG00000134375,-1.214889194,5.59E-05,TIMM17A,translocase of inner mitochondrial membrane 17A,1
ENSG00000119688,1.172534783,5.60E-05,ABCD4,ATP binding cassette subfamily D member 4,14
ENSG00000169635,1.057296723,5.61E-05,HIC2,HIC ZBTB transcriptional repressor 2,22
ENSG00000167851,2.075255366,5.61E-05,CD300A,CD300a molecule,17
ENSG00000168884,1.170008101,5.71E-05,TNIP2,TNFAIP3 interacting protein 2,4
ENSG00000163449,-1.051823597,5.71E-05,TMEM169,transmembrane protein 169,2
ENSG00000134440,-1.079446494,5.77E-05,NARS1,asparaginyl-tRNA synthetase 1,18
ENSG00000160209,0.997047921,5.80E-05,PDXK,pyridoxal kinase,21
ENSG00000089639,1.332352725,5.80E-05,GMIP,GEM interacting protein,19
ENSG00000007516,1.256155785,5.80E-05,BAIAP3,BAI1 associated protein 3,16
ENSG00000100599,1.354762291,5.80E-05,RIN3,Ras and Rab interactor 3,14
ENSG00000113161,-1.190498056,5.80E-05,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,5
ENSG00000113916,1.158282565,5.80E-05,BCL6,BCL6 transcription repressor,3
ENSG00000028137,1.762738328,5.80E-05,TNFRSF1B,TNF receptor superfamily member 1B,1
ENSG00000122863,1.288863352,5.91E-05,CHST3,carbohydrate sulfotransferase 3,10
ENSG00000092295,1.686806149,5.92E-05,TGM1,transglutaminase 1,14
ENSG00000173915,-1.333782318,5.92E-05,ATP5MD,ATP synthase membrane subunit DAPIT,10
ENSG00000171940,0.861398881,5.96E-05,ZNF217,zinc finger protein 217,20
ENSG00000090857,0.966190235,5.96E-05,PDPR,pyruvate dehydrogenase phosphatase regulatory subunit,16
ENSG00000164823,-0.943998555,5.96E-05,OSGIN2,oxidative stress induced growth inhibitor family member 2,8
ENSG00000080603,1.223421939,6.01E-05,SRCAP,Snf2 related CREBBP activator protein,16
ENSG00000006747,2.643703698,6.01E-05,SCIN,scinderin,7
ENSG00000075223,-1.198033906,6.02E-05,SEMA3C,semaphorin 3C,7
ENSG00000175215,0.986715174,6.20E-05,CTDSP2,CTD small phosphatase 2,12
ENSG00000110492,1.238966983,6.21E-05,MDK,midkine,11
ENSG00000247595,1.328524162,6.21E-05,SPTY2D1OS,SPTY2D1 opposite strand,11
ENSG00000169896,1.35838592,6.23E-05,ITGAM,integrin subunit alpha M,16
ENSG00000159079,0.81424802,6.42E-05,CFAP298,cilia and flagella associated protein 298,21
ENSG00000280071,1.587868835,6.48E-05,GATD3B,glutamine amidotransferase like class 1 domain containing 3B,21
ENSG00000125520,1.32850294,6.49E-05,SLC2A4RG,SLC2A4 regulator,20
ENSG00000140939,1.015576248,6.49E-05,NOL3,nucleolar protein 3,16
ENSG00000107882,1.039531433,6.59E-05,SUFU,SUFU negative regulator of hedgehog signaling,10
ENSG00000157191,1.032523905,6.59E-05,NECAP2,NECAP endocytosis associated 2,1
ENSG00000140464,1.190065171,6.69E-05,PML,promyelocytic leukemia,15
ENSG00000164112,-1.230554612,6.95E-05,TMEM155,transmembrane protein 155,4
ENSG00000160310,0.78024727,7.01E-05,PRMT2,protein arginine methyltransferase 2,21
ENSG00000101004,0.966621995,7.03E-05,NINL,ninein like,20
ENSG00000142173,1.375988346,7.03E-05,COL6A2,collagen type VI alpha 2 chain,21
ENSG00000069956,-0.969454162,7.55E-05,MAPK6,mitogen-activated protein kinase 6,15
ENSG00000119661,-0.86203471,7.55E-05,DNAL1,dynein axonemal light chain 1,14
ENSG00000063169,1.623287455,7.56E-05,BICRA,BRD4 interacting chromatin remodeling complex associated protein,19
ENSG00000167280,1.13390146,7.56E-05,ENGASE,endo-beta-N-acetylglucosaminidase,17
ENSG00000172062,-1.421851532,7.56E-05,SMN1,"survival of motor neuron 1, telomeric",5
ENSG00000163453,1.028956393,7.56E-05,IGFBP7,insulin like growth factor binding protein 7,4
ENSG00000000419,-0.959352594,7.63E-05,DPM1,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic",20
ENSG00000166123,0.889995137,7.75E-05,GPT2,glutamic--pyruvic transaminase 2,16
ENSG00000144648,1.185460485,7.94E-05,ACKR2,atypical chemokine receptor 2,3
ENSG00000102034,1.689764595,7.95E-05,ELF4,E74 like ETS transcription factor 4,X
ENSG00000141030,-1.015225177,7.95E-05,COPS3,COP9 signalosome subunit 3,17
ENSG00000213983,1.232479185,7.95E-05,AP1G2,adaptor related protein complex 1 subunit gamma 2,14
ENSG00000170581,0.803718972,7.95E-05,STAT2,signal transducer and activator of transcription 2,12
ENSG00000141968,1.546611387,8.11E-05,VAV1,vav guanine nucleotide exchange factor 1,19
ENSG00000141084,0.821943715,8.11E-05,RANBP10,RAN binding protein 10,16
ENSG00000163798,-0.916563048,8.16E-05,SLC4A1AP,solute carrier family 4 member 1 adaptor protein,2
ENSG00000128604,1.67357772,8.24E-05,IRF5,interferon regulatory factor 5,7
ENSG00000106615,-0.837853279,8.24E-05,RHEB,"Ras homolog, mTORC1 binding",7
ENSG00000136143,-1.211528474,8.25E-05,SUCLA2,succinate-CoA ligase ADP-forming beta subunit,13
ENSG00000146007,-1.023971449,8.25E-05,ZMAT2,zinc finger matrin-type 2,5
ENSG00000088280,1.058068057,8.25E-05,ASAP3,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3",1
ENSG00000170458,2.104132866,8.31E-05,CD14,CD14 molecule,5
ENSG00000188783,1.045561326,8.41E-05,PRELP,proline and arginine rich end leucine rich repeat protein,1
ENSG00000162461,1.47601503,8.41E-05,SLC25A34,solute carrier family 25 member 34,1
ENSG00000113504,1.271951295,8.51E-05,SLC12A7,solute carrier family 12 member 7,5
ENSG00000100764,-0.914482064,8.57E-05,PSMC1,"proteasome 26S subunit, ATPase 1",14
ENSG00000102468,-1.52066444,8.57E-05,HTR2A,5-hydroxytryptamine receptor 2A,13
ENSG00000138080,1.308846979,8.61E-05,EMILIN1,elastin microfibril interfacer 1,2
ENSG00000151006,1.41541126,8.72E-05,PRSS53,serine protease 53,16
ENSG00000110446,1.633022635,8.72E-05,SLC15A3,solute carrier family 15 member 3,11
ENSG00000143226,1.707505767,9.01E-05,FCGR2A,Fc fragment of IgG receptor IIa,1
ENSG00000104774,1.281004704,9.06E-05,MAN2B1,mannosidase alpha class 2B member 1,19
ENSG00000104881,1.586857858,9.07E-05,PPP1R13L,protein phosphatase 1 regulatory subunit 13 like,19
ENSG00000163884,1.554160475,9.07E-05,KLF15,Kruppel like factor 15,3
ENSG00000100300,2.000446705,9.20E-05,TSPO,translocator protein,22
ENSG00000074370,1.531917273,9.20E-05,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,17
ENSG00000172081,1.152789812,9.20E-05,MOB3A,MOB kinase activator 3A,19
ENSG00000111726,-1.22115381,9.24E-05,CMAS,cytidine monophosphate N-acetylneuraminic acid synthetase,12
ENSG00000164818,1.110399461,9.24E-05,DNAAF5,dynein axonemal assembly factor 5,7
ENSG00000160190,0.945806132,9.25E-05,SLC37A1,solute carrier family 37 member 1,21
ENSG00000115137,-0.80442371,9.32E-05,DNAJC27,DnaJ heat shock protein family (Hsp40) member C27,2
ENSG00000184634,0.879416732,9.37E-05,MED12,mediator complex subunit 12,X
ENSG00000078237,-0.941189634,9.39E-05,TIGAR,TP53 induced glycolysis regulatory phosphatase,12
ENSG00000104972,1.84550256,9.47E-05,LILRB1,leukocyte immunoglobulin like receptor B1,19
ENSG00000108946,-0.969475626,9.56E-05,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha,17
ENSG00000213853,0.916226751,9.56E-05,EMP2,epithelial membrane protein 2,16
ENSG00000179841,-1.389825467,9.56E-05,AKAP5,A-kinase anchoring protein 5,14
ENSG00000091140,-1.004203193,9.56E-05,DLD,dihydrolipoamide dehydrogenase,7
ENSG00000146828,1.130094204,9.62E-05,SLC12A9,solute carrier family 12 member 9,7
ENSG00000151247,-0.92875314,9.63E-05,EIF4E,eukaryotic translation initiation factor 4E,4
ENSG00000113387,-1.420143802,9.81E-05,SUB1,SUB1 regulator of transcription,5
ENSG00000147065,0.815182686,9.84E-05,MSN,moesin,X
ENSG00000152229,1.238335267,0.000101165,PSTPIP2,proline-serine-threonine phosphatase interacting protein 2,18
ENSG00000106105,-0.9757379,0.000101355,GARS1,glycyl-tRNA synthetase 1,7
ENSG00000105552,1.247895872,0.000101555,BCAT2,branched chain amino acid transaminase 2,19
ENSG00000089060,1.14979873,0.000101555,SLC8B1,solute carrier family 8 member B1,12
ENSG00000122068,-0.703879206,0.000101555,FYTTD1,forty-two-three domain containing 1,3
ENSG00000185513,1.004692783,0.000102662,L3MBTL1,L3MBTL histone methyl-lysine binding protein 1,20
ENSG00000184574,1.424627773,0.000105256,LPAR5,lysophosphatidic acid receptor 5,12
ENSG00000164398,-0.930738934,0.000107473,ACSL6,acyl-CoA synthetase long chain family member 6,5
ENSG00000170745,-1.09776924,0.000108822,KCNS3,potassium voltage-gated channel modifier subfamily S member 3,2
ENSG00000249437,1.428914971,0.000109095,NAIP,NLR family apoptosis inhibitory protein,5
ENSG00000196839,1.799888095,0.00011319,ADA,adenosine deaminase,20
ENSG00000168970,1.512822037,0.00011319,JMJD7-PLA2G4B,JMJD7-PLA2G4B readthrough,15
ENSG00000126003,0.918600824,0.000113496,PLAGL2,PLAG1 like zinc finger 2,20
ENSG00000069345,-1.067032583,0.000113496,DNAJA2,DnaJ heat shock protein family (Hsp40) member A2,16
ENSG00000111647,-0.964996771,0.000113496,UHRF1BP1L,UHRF1 binding protein 1 like,12
ENSG00000104419,1.012751284,0.000113496,NDRG1,N-myc downstream regulated 1,8
ENSG00000164114,-1.159869878,0.000113496,MAP9,microtubule associated protein 9,4
ENSG00000115325,1.366199799,0.000113496,DOK1,docking protein 1,2
ENSG00000177181,-1.026125962,0.000113496,RIMKLA,ribosomal modification protein rimK like family member A,1
ENSG00000101132,-1.216945178,0.000114465,PFDN4,prefoldin subunit 4,20
ENSG00000169871,1.108919065,0.00011811,TRIM56,tripartite motif containing 56,7
ENSG00000096060,1.161029461,0.000118336,FKBP5,FKBP prolyl isomerase 5,6
ENSG00000163945,0.966703336,0.000118336,UVSSA,UV stimulated scaffold protein A,4
ENSG00000174695,-0.737099002,0.000120941,TMEM167A,transmembrane protein 167A,5
ENSG00000175395,-1.114270529,0.000121526,ZNF25,zinc finger protein 25,10
ENSG00000171208,-0.938068045,0.000121729,NETO2,neuropilin and tolloid like 2,16
ENSG00000136367,1.005417888,0.000123318,ZFHX2,zinc finger homeobox 2,14
ENSG00000139116,-0.840427755,0.000123398,KIF21A,kinesin family member 21A,12
ENSG00000117676,1.279061549,0.000123398,RPS6KA1,ribosomal protein S6 kinase A1,1
ENSG00000180773,-0.951350804,0.000125788,SLC36A4,solute carrier family 36 member 4,11
ENSG00000164116,-1.131258868,0.000126829,GUCY1A1,guanylate cyclase 1 soluble subunit alpha 1,4
ENSG00000145354,-1.13513677,0.000127533,CISD2,CDGSH iron sulfur domain 2,4
ENSG00000164841,-0.959631469,0.000127771,TMEM74,transmembrane protein 74,8
ENSG00000162585,1.230461072,0.000127771,FAAP20,FA core complex associated protein 20,1
ENSG00000105193,0.943814977,0.000128241,RPS16,ribosomal protein S16,19
ENSG00000116141,-0.98940574,0.000128308,MARK1,microtubule affinity regulating kinase 1,1
ENSG00000088053,1.476936124,0.000131142,GP6,glycoprotein VI platelet,19
ENSG00000130303,1.486099101,0.000131349,BST2,bone marrow stromal cell antigen 2,19
ENSG00000111077,1.356185347,0.000131398,TNS2,tensin 2,12
ENSG00000112146,-0.76235511,0.0001327,FBXO9,F-box protein 9,6
ENSG00000172465,-0.927634361,0.000134119,TCEAL1,transcription elongation factor A like 1,X
ENSG00000075234,1.297828611,0.000134119,TTC38,tetratricopeptide repeat domain 38,22
ENSG00000134569,1.030790151,0.000134119,LRP4,LDL receptor related protein 4,11
ENSG00000169139,-1.216851676,0.00013523,UBE2V2,ubiquitin conjugating enzyme E2 V2,8
ENSG00000151789,-1.025970211,0.00013523,ZNF385D,zinc finger protein 385D,3
ENSG00000053438,-1.172555326,0.000135251,NNAT,neuronatin,20
ENSG00000173208,-1.125794848,0.000135355,ABCD2,ATP binding cassette subfamily D member 2,12
ENSG00000125398,0.867927085,0.000136536,SOX9,SRY-box transcription factor 9,17
ENSG00000114446,-0.80742352,0.000136536,IFT57,intraflagellar transport 57,3
ENSG00000178927,1.169183077,0.000136553,CYBC1,cytochrome b-245 chaperone 1,17
ENSG00000013810,1.154090604,0.000136553,TACC3,transforming acidic coiled-coil containing protein 3,4
ENSG00000124570,0.838473945,0.0001378,SERPINB6,serpin family B member 6,6
ENSG00000077150,1.450343128,0.000138398,NFKB2,nuclear factor kappa B subunit 2,10
ENSG00000154144,-0.751825944,0.000139489,TBRG1,transforming growth factor beta regulator 1,11
ENSG00000087470,-1.043017298,0.000139548,DNM1L,dynamin 1 like,12
ENSG00000141759,-0.655877188,0.000139782,TXNL4A,thioredoxin like 4A,18
ENSG00000177663,0.940208965,0.00014094,IL17RA,interleukin 17 receptor A,22
ENSG00000204856,-1.095230751,0.00014094,FAM216A,family with sequence similarity 216 member A,12
ENSG00000131437,-1.117347037,0.00014094,KIF3A,kinesin family member 3A,5
ENSG00000110651,1.221282629,0.000141159,CD81,CD81 molecule,11
ENSG00000175567,1.467702015,0.000141276,UCP2,uncoupling protein 2,11
ENSG00000204580,1.289305457,0.000141542,DDR1,discoidin domain receptor tyrosine kinase 1,6
ENSG00000265354,-0.981940963,0.000142369,TIMM23,translocase of inner mitochondrial membrane 23,10
ENSG00000137310,1.348561883,0.000142926,TCF19,transcription factor 19,6
ENSG00000163513,0.912607653,0.000145973,TGFBR2,transforming growth factor beta receptor 2,3
ENSG00000156273,0.732551082,0.000146811,BACH1,BTB domain and CNC homolog 1,21
ENSG00000095383,1.440114656,0.000147988,TBC1D2,TBC1 domain family member 2,9
ENSG00000125755,0.849459102,0.000148172,SYMPK,symplekin,19
ENSG00000134108,-1.024077353,0.000148793,ARL8B,ADP ribosylation factor like GTPase 8B,3
ENSG00000183888,1.154061414,0.000148793,SRARP,steroid receptor associated and regulated protein,1
ENSG00000177707,-0.842493875,0.000149031,NECTIN3,nectin cell adhesion molecule 3,3
ENSG00000143013,-1.143100694,0.000149031,LMO4,LIM domain only 4,1
ENSG00000269699,-1.565042962,0.000150866,ZIM2,zinc finger imprinted 2,19
ENSG00000168477,1.25797451,0.000151401,TNXB,tenascin XB,6
ENSG00000137040,-1.108005775,0.000151616,RANBP6,RAN binding protein 6,9
ENSG00000105221,1.079279042,0.000151797,AKT2,AKT serine/threonine kinase 2,19
ENSG00000051523,1.863754357,0.000151797,CYBA,cytochrome b-245 alpha chain,16
ENSG00000099331,1.235842273,0.00015252,MYO9B,myosin IXB,19
ENSG00000106785,0.739968315,0.000154903,TRIM14,tripartite motif containing 14,9
ENSG00000002586,1.118554908,0.000156064,CD99,CD99 molecule (Xg blood group),X
ENSG00000127578,1.9721071,0.000156193,WFIKKN1,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1",16
ENSG00000149781,1.837808832,0.000156193,FERMT3,fermitin family member 3,11
ENSG00000123815,1.199752001,0.000158894,COQ8B,coenzyme Q8B,19
ENSG00000166503,-0.774924112,0.000159057,HDGFL3,HDGF like 3,15
ENSG00000102265,1.506956633,0.000159634,TIMP1,TIMP metallopeptidase inhibitor 1,X
ENSG00000177575,2.500685971,0.000159735,CD163,CD163 molecule,12
ENSG00000145386,1.068771644,0.000159735,CCNA2,cyclin A2,4
ENSG00000183963,1.438153008,0.000162484,SMTN,smoothelin,22
ENSG00000167968,1.70707926,0.000163774,DNASE1L2,deoxyribonuclease 1 like 2,16
ENSG00000104760,1.329652274,0.000166404,FGL1,fibrinogen like 1,8
ENSG00000134531,1.37199379,0.000168131,EMP1,epithelial membrane protein 1,12
ENSG00000065559,-1.030863682,0.000168457,MAP2K4,mitogen-activated protein kinase kinase 4,17
ENSG00000125810,1.787071872,0.000169209,CD93,CD93 molecule,20
ENSG00000100519,-0.932049523,0.000169209,PSMC6,"proteasome 26S subunit, ATPase 6",14
ENSG00000125249,-0.909287396,0.000169209,RAP2A,"RAP2A, member of RAS oncogene family",13
ENSG00000136877,1.066524205,0.000169396,FPGS,folylpolyglutamate synthase,9
ENSG00000172819,1.12159102,0.000170088,RARG,retinoic acid receptor gamma,12
ENSG00000163191,1.457608848,0.000170233,S100A11,S100 calcium binding protein A11,1
ENSG00000125430,1.269944851,0.000172665,HS3ST3B1,heparan sulfate-glucosamine 3-sulfotransferase 3B1,17
ENSG00000138119,0.91511839,0.000172665,MYOF,myoferlin,10
ENSG00000104549,-0.830298013,0.000172665,SQLE,squalene epoxidase,8
ENSG00000163001,-1.01929294,0.000172665,CFAP36,cilia and flagella associated protein 36,2
ENSG00000203747,2.173061914,0.000172665,FCGR3A,Fc fragment of IgG receptor IIIa,1
ENSG00000115468,1.059169877,0.000174444,EFHD1,EF-hand domain family member D1,2
ENSG00000197943,1.255678637,0.000174497,PLCG2,phospholipase C gamma 2,16
ENSG00000148175,0.901532458,0.000174497,STOM,stomatin,9
ENSG00000114735,1.048191527,0.000174497,HEMK1,HemK methyltransferase family member 1,3
ENSG00000163964,-0.868703087,0.000175532,PIGX,phosphatidylinositol glycan anchor biosynthesis class X,3
ENSG00000277494,1.731303559,0.000179741,GPIHBP1,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1,8
ENSG00000005961,1.26830944,0.000180167,ITGA2B,integrin subunit alpha 2b,17
ENSG00000182492,1.199848278,0.000181013,BGN,biglycan,X
ENSG00000041357,-0.919530877,0.000181246,PSMA4,proteasome 20S subunit alpha 4,15
ENSG00000161921,1.217183712,0.000182016,CXCL16,C-X-C motif chemokine ligand 16,17
ENSG00000072042,-0.866783388,0.000182016,RDH11,retinol dehydrogenase 11,14
ENSG00000133142,-0.934360658,0.00018521,TCEAL4,transcription elongation factor A like 4,X
ENSG00000152782,-0.981270487,0.00018521,PANK1,pantothenate kinase 1,10
ENSG00000163444,-0.749108261,0.000187288,TMEM183A,transmembrane protein 183A,1
ENSG00000005022,-0.775095632,0.000188766,SLC25A5,solute carrier family 25 member 5,X
ENSG00000019582,1.635300088,0.000188766,CD74,CD74 molecule,5
ENSG00000169599,-0.884858591,0.000188766,NFU1,NFU1 iron-sulfur cluster scaffold,2
ENSG00000215915,1.960080925,0.000188766,ATAD3C,ATPase family AAA domain containing 3C,1
ENSG00000135070,-0.875211793,0.000196477,ISCA1,iron-sulfur cluster assembly 1,9
ENSG00000070882,-0.820517401,0.000198188,OSBPL3,oxysterol binding protein like 3,7
ENSG00000121769,-1.205167184,0.000198188,FABP3,fatty acid binding protein 3,1
ENSG00000204305,1.704214655,0.000200071,AGER,advanced glycosylation end-product specific receptor,6
ENSG00000100055,1.122816092,0.000200549,CYTH4,cytohesin 4,22
ENSG00000160226,1.000745628,0.000200549,CFAP410,cilia and flagella associated protein 410,21
ENSG00000129636,-1.288082116,0.000200549,ITFG1,integrin alpha FG-GAP repeat containing 1,16
ENSG00000144635,-0.902820383,0.000200549,DYNC1LI1,dynein cytoplasmic 1 light intermediate chain 1,3
ENSG00000174405,-0.875018453,0.000200595,LIG4,DNA ligase 4,13
ENSG00000129625,-1.260364145,0.000200703,REEP5,receptor accessory protein 5,5
ENSG00000099282,1.217689199,0.0002014,TSPAN15,tetraspanin 15,10
ENSG00000124785,-1.219252606,0.000201481,NRN1,neuritin 1,6
ENSG00000117152,-1.466157744,0.000201779,RGS4,regulator of G protein signaling 4,1
ENSG00000140836,0.850915496,0.000201972,ZFHX3,zinc finger homeobox 3,16
ENSG00000198791,-1.015033072,0.000201972,CNOT7,CCR4-NOT transcription complex subunit 7,8
ENSG00000105662,0.973547225,0.000205051,CRTC1,CREB regulated transcription coactivator 1,19
ENSG00000103769,-1.066308113,0.000205051,RAB11A,"RAB11A, member RAS oncogene family",15
ENSG00000149633,1.145720913,0.000205576,KIAA1755,KIAA1755,20
ENSG00000133321,1.772673736,0.000206023,PLAAT4,phospholipase A and acyltransferase 4,11
ENSG00000178685,1.353748279,0.000206023,PARP10,poly(ADP-ribose) polymerase family member 10,8
ENSG00000206418,-0.950457004,0.000207909,RAB12,"RAB12, member RAS oncogene family",18
ENSG00000161509,1.14991213,0.000207909,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,17
ENSG00000134996,-1.073474554,0.000207909,OSTF1,osteoclast stimulating factor 1,9
ENSG00000064932,1.420091626,0.000212433,SBNO2,strawberry notch homolog 2,19
ENSG00000165169,-1.471468741,0.00021246,DYNLT3,dynein light chain Tctex-type 3,X
ENSG00000161714,1.228621529,0.00021246,PLCD3,phospholipase C delta 3,17
ENSG00000111452,1.397418705,0.00021246,ADGRD1,adhesion G protein-coupled receptor D1,12
ENSG00000169252,1.030435331,0.00021246,ADRB2,adrenoceptor beta 2,5
ENSG00000155959,-0.891264053,0.000212721,VBP1,VHL binding protein 1,X
ENSG00000214456,1.604687334,0.000212721,PLIN5,perilipin 5,19
ENSG00000141526,1.803514769,0.000212721,SLC16A3,solute carrier family 16 member 3,17
ENSG00000174446,-0.894231842,0.000212721,SNAPC5,small nuclear RNA activating complex polypeptide 5,15
ENSG00000065548,-1.012683472,0.000212721,ZC3H15,zinc finger CCCH-type containing 15,2
ENSG00000130052,1.392698456,0.000215383,STARD8,StAR related lipid transfer domain containing 8,X
ENSG00000157601,0.852884157,0.000215383,MX1,MX dynamin like GTPase 1,21
ENSG00000149639,0.963526836,0.000215383,SOGA1,"suppressor of glucose, autophagy associated 1",20
ENSG00000168994,1.396758797,0.000215383,PXDC1,PX domain containing 1,6
ENSG00000111832,-0.853836442,0.000219763,RWDD1,RWD domain containing 1,6
ENSG00000160796,1.205101895,0.000219763,NBEAL2,neurobeachin like 2,3
